sentence_index;sentence;polaridad
3593;Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .;Negativo
3594;The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .;Negativo
3595;Many a parent and their teen -LRB- or preteen -RRB- kid could bond while watching A Walk To Remember .;Negativo
3596;So could young romantics out on a date .;Negativo
3597;All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .;Negativo
3600;While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .;Negativo
3601;Chicago offers much colorful eye candy , including the spectacle of Gere in his dancing shoes , hoofing and crooning with the best of them .;Negativo
3604;Some of the most ravaging , gut-wrenching , frightening war scenes since `` Saving Private Ryan '' have been recreated by John Woo in this little-known story of Native Americans and their role in the second great war .;Negativo
3605;A charming but slight comedy .;Negativo
3606;Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect;Negativo
3609;A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .;Positivo
3610;An alternately fascinating and frustrating documentary .;Positivo
3611;Griffin & Co. manage to be spectacularly outrageous .;Positivo
3612;Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .;Positivo
3613;The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .;Positivo
3614;Poignant Japanese epic about adolescent anomie and heartbreak .;Positivo
3615;We 've seen it all before in one form or another , but director Hoffman , with great help from Kevin Kline , makes us care about this latest reincarnation of the world 's greatest teacher .;Positivo
3618;Even though it 's common knowledge that Park and his founding partner , Yong Kang , lost Kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .;Negativo
3621;A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .;Negativo
3622;The IMAX screen enhances the personal touch of manual animation .;Negativo
3624;It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .;Negativo
3630;The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .;Negativo
3633;It 's secondary to American Psycho but still has claws enough to get inside you and stay there for a couple of hours .;Positivo
3635;Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .;Positivo
3636;This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .;Positivo
3639;It may not be as cutting , as witty or as true as back in the glory days of Weekend and Two or Three Things I Know About Her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ?;Negativo
3640;Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .;Negativo
3641;Although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , Dogtown and Z-Boys has a compelling story to tell .;Negativo
3642;It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .;Negativo
3646;Jackson is always watchable .;Positivo
3647;To the degree that ivans xtc .;Negativo
3649;A wild ride of a movie that keeps throwing fastballs .;Positivo
3650;Confessions is without a doubt a memorable directorial debut from King Hunk .;Negativo
3651;Weird , vulgar comedy that 's definitely an acquired taste .;Positivo
3652;A. . .;Positivo
3653;cynical and serious look at teenage boys doing what they do best - being teenagers .;Negativo
3655;Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .;Negativo
3656;A dazzling dream of a documentary .;Negativo
3657;A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .;Negativo
3659;The film proves unrelentingly grim -- and equally engrossing .;Positivo
3661;The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .;Negativo
3662;If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .;Negativo
3663;The difference between Cho and most comics is that her confidence in her material is merited .;Negativo
3664;Sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .;Negativo
3665;There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .;Negativo
3666;` Anyone with a passion for cinema , and indeed sex , should see it as soon as possible . ';Negativo
3667;Seeks to transcend its genre with a curiously stylized , quasi-Shakespearean portrait of pure misogynist evil .;Negativo
3668;Mordantly funny and intimately knowing ...;Negativo
3669;What makes the movie special is its utter sincerity .;Negativo
3670;Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .;Negativo
3673;And Vin Diesel is the man .;Positivo
3676;Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .;Negativo
3678;Entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .;Positivo
3679;Despite its floating narrative , this is a remarkably accessible and haunting film .;Positivo
3683;Is truth stranger than fiction ?;Negativo
3684;In -LRB- screenwriter -RRB- Charlie Kaufman 's world , truth and fiction are equally strange , and his for the taking .;Negativo
3685;For decades we 've marveled at Disney 's rendering of water , snow , flames and shadows in a hand-drawn animated world .;Positivo
3687;A witty , low-key romantic comedy .;Positivo
3688;More good than great but Freeman and Judd make it work .;Positivo
3689;If you 're looking for a smart , nuanced look at de Sade and what might have happened at Picpus , Sade is your film .;Positivo
3691;Together writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .;Positivo
3692;Bursting through the constraints of its source , this is one adapted - from-television movie that actually looks as if it belongs on the big screen .;Positivo
3693;Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .;Positivo
3700;A modestly made but profoundly moving documentary .;Positivo
3703;It must be in the genes .;Positivo
3704;The performers are so spot on , it is hard to conceive anyone else in their roles .;Positivo
3705;This slight premise ... works because of the ideal casting of the masterful British actor Ian Holm as the aged Napoleon .;Positivo
3706;Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .;Positivo
3710;It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .;Positivo
3711;Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .;Positivo
3712;It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .;Positivo
3713;Director Paul Cox 's unorthodox , abstract approach to visualizing Nijinsky 's diaries is both stimulating and demanding .;Positivo
3714;For 95 often hilarious minutes , -LRB- Cho -RRB- riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outrÃ© sexual practice .;Positivo
3715;Most of the things that made the original Men in Black such a pleasure are still there .;Positivo
3719;-LRB- Westbrook -RRB- makes a wonderful subject for the camera .;Negativo
3721;Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .;Negativo
3722;Ultimately too repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .;Negativo
3723;Hardly a film that comes along every day .;Negativo
3724;A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .;Negativo
3725;The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .;Negativo
3726;A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter .;Negativo
3728;More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .;Negativo
3729;For once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .;Negativo
3730;If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for .;Negativo
3731;It depends on how well flatulence gags fit into your holiday concept .;Negativo
3732;Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .;Negativo
3734;Not as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .;Positivo
3739;We do get the distinct impression that this franchise is drawing to a close .;Negativo
3740;Worth catching for Griffiths ' warm and winning central performance .;Negativo
3741;The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .;Negativo
3742;An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .;Negativo
3743;A meatier deeper beginning and\/or ending would have easily tipped this film into the `` A '' range , as is , it 's a very very strong `` B + . '';Negativo
3744;I love the robust middle of this picture .;Negativo
3746;Maintains your interest until the end and even leaves you with a few lingering animated thoughts .;Positivo
3748;Paul Cox needed to show it .;Positivo
3749;It is up to you to decide if you need to see it .;Positivo
3750;If Divine Secrets of the Ya-Ya Sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .;Positivo
3751;If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .;Positivo
3752;There are n't too many films that can be as simultaneously funny , offbeat and heartwarming -LRB- without a thick shmear of the goo , at least -RRB- , but `` Elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases .;Positivo
3753;Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .;Positivo
3754;An earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .;Negativo
3755;Samuel Beckett applied to the Iranian voting process .;Negativo
3756;The Bard as black comedy -- Willie would have loved it .;Negativo
3757;Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . ';Negativo
3758;... the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . ';Negativo
3761;As underwater ghost stories go , Below casts its spooky net out into the Atlantic Ocean and spits it back , grizzled and charred , somewhere northwest of the Bermuda Triangle .;Positivo
3773;An unsettling , memorable cinematic experience that does its predecessors proud .;Positivo
3774;Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .;Positivo
3775;Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .;Positivo
3776;Ferrara 's strongest and most touching movie of recent years .;Positivo
3777;Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .;Positivo
3782;A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .;Negativo
3784;Delivers more than its fair share of saucy hilarity .;Negativo
3785;A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .;Negativo
3786;Happily , some things are immune to the folly of changing taste and attitude .;Positivo
3787;For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .;Positivo
3788;Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .;Positivo
3791;If only it had the story to match .;Negativo
3792;Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .;Positivo
3793;... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .;Positivo
3794;The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .;Positivo
3795;It 's quite diverting nonsense .;Positivo
3796;An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .;Positivo
3797;For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .;Negativo
3798;What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .;Negativo
3801;See it for his performance if nothing else .;Positivo
3802;... the kind of entertainment that parents love to have their kids see .;Positivo
3805;Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .;Positivo
3808;An elegant film with often surprising twists and an intermingling of naivetÃ© and sophistication .;Positivo
3812;Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .;Negativo
3813;You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .;Positivo
3818;Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .;Negativo
3820;Terrific performances , great to look at , and funny .;Positivo
3821;A little uneven to be the cat 's meow , but it 's good enough to be the purr .;Positivo
3823;I like it .;Positivo
3824;There is a freedom to watching stunts that are this crude , this fast-paced and this insane .;Positivo
3825;That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .;Positivo
3826;That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .;Positivo
3827;It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .;Positivo
3828;A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .;Negativo
3829;The film does a solid job of slowly , steadily building up to the climactic burst of violence .;Positivo
3830;Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .;Positivo
3831;The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge;Positivo
3832;Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .;Positivo
3833;Easily one of the best and most exciting movies of the year .;Positivo
3834;The script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .;Positivo
3835;An engaging , formulaic sports drama that carries a charge of genuine excitement .;Positivo
3836;Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances .;Positivo
3838;I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .;Negativo
3839;Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .;Positivo
3840;Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man .;Positivo
3842;Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable .;Positivo
3843;Horns and Halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .;Positivo
3844;-LRB- Has -RRB- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .;Positivo
3845;It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .;Positivo
3846;Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .;Positivo
3848;How good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .;Negativo
3849;Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .;Negativo
3850;Features one of the most affecting depictions of a love affair ever committed to film .;Positivo
3852;One of the best movies of the year .;Positivo
3853;The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard .;Positivo
3854;A superlative B movie -- funny , sexy , and rousing .;Positivo
3855;"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .";Positivo
3856;Like Mike is n't going to make box office money that makes Michael Jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -LRB- young Bow Wow fans -RRB- - with nothing but net .;Positivo
3857;-LRB- Dong -RRB- makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that Family Fundamentals gets you riled up .;Positivo
3858;The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .;Positivo
3859;At its best , which occurs often , Michael Moore 's Bowling for Columbine rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ? ';Positivo
3860;journalism of the 1960s .;Positivo
3861;A modestly surprising movie .;Positivo
3866;-LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .;Positivo
3867;The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .;Positivo
3870;Leigh makes these lives count .;Negativo
3871;And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .;Negativo
3873;Promises is one film that 's truly deserving of its Oscar nomination .;Positivo
3874;What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .;Positivo
3877;Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .;Negativo
3880;-LRB- It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .;Negativo
3882;Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .;Positivo
3883;Vividly conveys the shadow side of the 30-year friendship between two English women .;Positivo
3884;The story has some nice twists but the ending and some of the back-story is a little tired .;Positivo
3885;"The performances are all solid ; it merely lacks originality to make it a great movie .";Negativo
3886;Manages to please its intended audience -- children -- without placing their parents in a coma-like state .;Negativo
3887;When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .;Negativo
3893;What does n't this film have that an impressionable kid could n't stand to hear ?;Negativo
3894;What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .;Positivo
3895;A deeply felt and vividly detailed story about newcomers in a strange new world .;Positivo
3896;It 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story;Positivo
3897;It 's a feel-good movie about which you can actually feel good .;Positivo
3898;A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .;Positivo
3899;The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .;Positivo
3900;-LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .;Positivo
3901;A new film from Bill Plympton , the animation master , is always welcome .;Positivo
3903;What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .;Negativo
3904;The film has a kind of hard , cold effect .;Negativo
3906;The asylum material is gripping , as are the scenes of Jia with his family .;Positivo
3907;A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .;Positivo
3908;One ca n't deny its seriousness and quality .;Positivo
3909;Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .;Positivo
3911;Ryan Gosling is , in a word , brilliant as the conflicted Daniel .;Negativo
3915;With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .;Positivo
3916;Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .;Positivo
3917;Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .;Positivo
3918;Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .;Positivo
3921;Pipe Dream does have its charms .;Negativo
3922;The leads are natural and lovely , the pace is serene , the humor wry and sprightly .;Negativo
3924;... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .;Negativo
3930;The magic -LRB- and original running time -RRB- of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .;Positivo
3931;From the dull , surreal ache of mortal awareness emerges a radiant character portrait .;Positivo
3936;This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .;Negativo
3937;Some remarkable achival film about how Shanghai -LRB- of all places -RRB- served Jews who escaped the Holocaust .;Negativo
3938;In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .;Negativo
3939;The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .;Negativo
3940;A manically generous Christmas vaudeville .;Negativo
3941;Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .;Negativo
3943;It 's a smartly directed , grown-up film of ideas .;Negativo
3944;While puerile men dominate the story , the women shine .;Negativo
3945;Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .;Positivo
3946;For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .;Positivo
3947;For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .;Positivo
3952;There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .;Positivo
3954;As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .;Positivo
3955;Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .;Positivo
3956;Dong shows how intolerance has the power to deform families , then tear them apart .;Positivo
3958;The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .;Negativo
3959;It trusts the story it sets out to tell .;Negativo
3960;I could n't recommend this film more .;Negativo
3961;As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .;Negativo
3962;An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .;Negativo
3963;Succeeds as a well-made evocation of a subculture .;Negativo
3964;... an interesting slice of history .;Negativo
3965;Me no lika da accents so good , but I thoroughly enjoyed the love story .;Negativo
3966;Scott Baio is turning in some delightful work on indie projects .;Negativo
3968;What 's surprising is how well it holds up in an era in which computer-generated images are the norm .;Negativo
3971;A flick about our infantilized culture that is n't entirely infantile .;Positivo
3972;An exceptionally acted , quietly affecting cop drama .;Positivo
3973;Sensual , funny and , in the end , very touching .;Positivo
3974;Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .;Positivo
3975;Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?;Negativo
3976;-LRB- A -RRB- smarter and much funnier version of the old Police Academy flicks .;Negativo
3978;Better effects , better acting and a hilarious Kenneth Branagh .;Positivo
3979;An excellent sequel .;Positivo
3980;Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .;Positivo
3983;A surprisingly funny movie .;Positivo
3985;Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .;Positivo
3986;If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .;Positivo
3987;... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .;Positivo
3988;-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven;Positivo
3989;Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .;Negativo
3990;A piquant meditation on the things that prevent people from reaching happiness .;Negativo
3991;A timely look back at civil disobedience , anti-war movements and the power of strong voices .;Negativo
3993;I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .;Positivo
3995;The movie is ingenious fun .;Positivo
3996;See it .;Positivo
3997;The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .;Positivo
3998;The script is smart and dark - hallelujah for small favors .;Positivo
4000;Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .;Negativo
4001;Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .;Positivo
4002;This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .;Negativo
4003;This is a finely written , superbly acted offbeat thriller .;Negativo
4007;The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .;Negativo
4011;The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .;Negativo
4012;"The history is fascinating ; the action is dazzling .";Negativo
4013;They just do n't work in concert .;Negativo
4014;For those in search of something different , Wendigo is a genuinely bone-chilling tale .;Positivo
4015;A lovely film for the holiday season .;Positivo
4018;It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .;Positivo
4019;At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .;Positivo
4021;Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .;Negativo
4026;The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .;Negativo
4027;Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .;Negativo
4028;A properly spooky film about the power of spirits to influence us whether we believe in them or not .;Negativo
4032;This is a very funny , heartwarming film .;Positivo
4033;It has fun with the quirks of family life , but it also treats the subject with fondness and respect .;Positivo
4034;Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .;Positivo
4040;A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .;Positivo
4044;Cage makes an unusual but pleasantly haunting debut behind the camera .;Negativo
4045;Noyce has worked wonders with the material .;Negativo
4046;It 's mostly a pleasure to watch .;Negativo
4047;And the reason for that is a self-aware , often self-mocking , intelligence .;Positivo
4048;The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .;Positivo
4049;A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .;Positivo
4050;There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .;Positivo
4051;Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .;Positivo
4052;A four star performance from Kevin Kline who unfortunately works with a two star script .;Positivo
4053;Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .;Positivo
4054;If you do n't flee , you might be seduced .;Positivo
4055;If you do n't laugh , flee .;Positivo
4056;Payne constructs a hilarious ode to middle America and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .;Positivo
4057;Koury frighteningly and honestly exposes one teenager 's uncomfortable class resentment and , in turn , his self-inflicted retaliation .;Positivo
4059;Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .;Positivo
4060;Succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .;Positivo
4063;A film centering on a traditional Indian wedding in contemporary New Delhi may not sound like specialized fare , but Mira Nair 's film is an absolute delight for all audiences .;Negativo
4064;A weird and wonderful comedy .;Negativo
4065;The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .;Negativo
4066;Has the capability of effecting change and inspiring hope .;Negativo
4068;LaBute 's careful handling makes the material seem genuine rather than pandering .;Positivo
4072;A beautiful , entertaining two hours .;Positivo
4073;You get the idea , though , that Kapur intended the film to be more than that .;Positivo
4074;A wonderful , ghastly film .;Positivo
4076;Parris ' performance is credible and remarkably mature .;Positivo
4077;` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ';Positivo
4078;Munch 's screenplay is tenderly observant of his characters .;Positivo
4079;He watches them as they float within the seas of their personalities .;Positivo
4081;It grabs you in the dark and shakes you vigorously for its duration .;Positivo
